name,address,year_installed,artist,landmark_designation_date,latitude,longitude,zip_code,type,description_of_artwork
Engine Company 45; Truck 15,4600 S Cottage Grove Av,1928,Argyle E. Robinson,10/1/2003,41.81118499,-87.6070024,60653,Landmark,None
London Guarantee Building,360 N Michigan Av,1922-23,Alfred S. Alschuler,4/16/1996,41.88795571,-87.62505786,60601,Landmark,None
McGill House,4938 S Drexel Blvd,1891,Henry Ives Cobb,4/26/2006,41.80486126,-87.60479119,60615,Landmark,None
Ludington Building,1104 S Wabash Av,1891,William LeBaron Jenney,6/10/1996,41.86900585,-87.62635497,60605,Landmark,None
(Former) Schlitz BreweryTied-House@3456SWestern,3456 S. Western Ave.,1899,Kley & Lang,7/6/2011,41.83042248,-87.68544494,60608,Landmark,None
Second Presbyterian Church,1928-1936 S Michigan Av,1874,James Renwick Recon:1900;Howard Van Doren Shaw,9/28/1977,41.85572488,-87.62435931,60616,Landmark,None
(Former) Schlitz Brewery-Tied House,5120 N. Broadway; Chicago; IL,1904,Charles Thisslew,5/4/2011,41.97522511,-87.66025837,60640,Landmark,None
Lorado Taft's Midway Studios,6016 S Ingleside Dr,1890-1929,Arch ?; recon:1929;O F Johnson Add:1964;E D Dart,12/1/1993,41.78552641,-87.6032052,60637,Landmark,None
(Former) Sheridan Trust and Savings Bank Building,4753 N Broadway,1924-28,Marshall & Fox; Huszagh & Hill,10/8/2008,41.96862254,-87.65913012,60640,Landmark,None
"Pennsylvania 'Eight Track'"" Bridge""",San & Ship Canal; S of 31st & W of Western Av,0,Unknown,12/12/2007,41.83707881,-87.68759544,60608,Landmark,None
Uptown Theater,4816 N Broadway,1925,Rapp & Rapp,10/2/1991,41.96952571,-87.66019567,60640,Landmark,None
Eighth Church of Christ; Scientist,4359 S Michigan Av,1911,Leon E. Stanhope,6/9/1993,41.81498777,-87.62250788,60653,Landmark,None
Chicago Harbor Lighthouse,S End of the North Breakwater;N side of Harbor Ent,1893,Unknown,4/9/2003,41.88927337,-87.59040947,60611,Landmark,None
Chess Records Office and Studio,2120 S Michigan Av,1911,Horatio Wilson,5/16/1990,41.85360644,-87.6242199,60616,Landmark,None
Isidore H. Heller House,5132 S Woodlawn Av,1897,Frank Lloyd Wright,9/15/1971,41.80140832,-87.5971117,60615,Landmark,None
St Ignatius College Prep Building,1076 W Roosevelt Rd,1869,Toussaint Menard west add:1874;John P. Huber,3/18/1987,41.86741856,-87.65412204,60608,Landmark,None
Gauler Twin House,5921 N Magnolia Av,1908,Walter Burley Griffin,6/28/2000,41.98970697,-87.66119344,60660,Landmark,None
Museum of Science and Industry,57th St and Lake Shore Dr,1891-93,Charles B. Atwood,11/1/1995,41.79054723,-87.58287466,60637,Landmark,None
Village Theatre,1546-1550 N Clark St,0,Unknown,Unknown,41.91084528,-87.63208883,60610,Landmark,None
Stephen A. Douglas Memorial,35th St and Cottage Grove Av,1881,Leonard W. Volk,9/28/1977,41.83162805,-87.60840332,60653,Landmark,None
Site of the 1st Self-Sustain Cont. Nuclear Chain,East Side of S Ellis Ave between 56th & 57th St,1942,"Commern. sculpture;'Nuclear Energy'"" Henry Moore""",10/27/1971,41.79216212,-87.6008699,60637,Landmark,None
Fisher Building,343 S Dearborn St,1896,D.H. Burnham & Co. 1907:side add. Peter Weber,6/7/1978,41.87719864,-87.62899138,60604,Landmark,None
(Former) South Side Trust Bank Bldg,4659 S Cottage Grove Av,0,Unknown,7/9/2008,41.80976635,-87.60611328,60653,Landmark,None
Robert Lindblom Technical High Schoool building,6130 S. Wolcott Ave,1917-1919,Arthur F. Hussander,6/9/2010,41.78209706,-87.67216458,60636,Landmark,None
Reliance Building,32 N State St,1890,base:Burham & Root Upper Stor: D.H. Burnham and Co,7/11/1975,41.88302856,-87.62824151,60602,Landmark,None
Dr. Philip Weintraub House,3252 W. Victoria St,0,Andrew N. Rebori,9/3/2009,41.98593715,-87.7110509,60659,Landmark,None
Charles D. Iglehart House,11118 S Artesian Av,1857,Architect Unknown,7/13/1994,41.69118327,-87.68276849,60655,Landmark,None
Engine Company 61,5349 S Wabash Av,1927-28,Charles W. Kallal,10/1/2003,41.79669781,-87.62366078,60615,Landmark,None
Pilgrim Baptist Church,3301 S Indiana Av,1890-91,Adler & Sullivan,12/18/1981,41.83446443,-87.62148251,60616,Landmark,None
Kenwood United Church of Christ,4600-4608 South Greenwood Avenue,1930,William W. Boyington; Henry B. Wheelock;Chatten,10/5/2011,41.81116725,-87.59978107,60653,Landmark,None
West Town State Bank Building,2400 W Madison St,1929-30,Mundie & Jensen,10/1/2003,41.88143107,-87.68673538,60612,Landmark,None
Navy Pier (Headhouse and East End Building),Grand Av and Streeter Dr at Lake Michigan,1916,Charles Summer Frost,11/14/1977,41.89173526,-87.60469642,60611,Landmark,None
Carl Sandburg House,4646 N Hermitage Av,1886,Unknown,10/4/2006,41.96657208,-87.67298946,60640,Landmark,None
63rd Street Bathing Pavilion,Lake Shore Dr and 63rd St; Chicago; IL,1919,South Park Commission Architects,12/8/2004,41.78144144,-87.57371255,60615,Landmark,None
Bryan Lathrop House,120 E Bellevue Pl,1892,McKim; Meade & White,5/9/1973,41.90187971,-87.62506376,60611,Landmark,None
Fisher Studio Houses,1209 N State Pkwy,1936,Andrew Rebori & Edgar Miller,7/31/1996,41.90427607,-87.6282942,60610,Landmark,None
(Former) Marshfield Trust and Savings Bank Bldg,3321 N Lincoln Av,0,Unknown,Unknown,41.9421918,-87.67016345,68467,Landmark,None
Chicago City  Bank & Trust Co,815-815 W 63RD ST,1920,Unknown,Unknown,41.77939885,-87.64552885,60621,Landmark,None
Courthouse Place,54 W Hubbard St,1893,Otto H. Matz,6/9/1993,41.89027098,-87.63013194,60654,Landmark,None
Drake Fountain,92nd St @ South Chicago & Exchange Ave,1892,Richard Henry Park,3/10/2004,41.7280941,-87.55275866,60617,Landmark,None
Marquette Building,140 S Dearborn St,1895,Holabird and Roche,6/9/1975,41.87978697,-87.62974012,60603,Landmark,None
Powhatan Apartments,4950 S Chicago Beach Dr,1927-29,Robert DeGolyer & Charles Morgan,1/12/1993,41.8046084,-87.58447185,60615,Landmark,None
Chicago Motor Club Building,69 E. Wacker Place,1928,Holabird & Root,5/9/2012,41.88703479,-87.62542509,60601,Landmark,None
Metropolitan Apostolic Community Church Building,4100 S Dr Martin Luther King Jr Dr,1890,John Turner Long.1913 mn sanc alt Charles S Frost,7/19/2007,41.81999824,-87.6175253,60653,Landmark,None
Delaware Building,36 W Randolph St,1872-74,Wheelock & Thomas;2 story add + atrium 1889 Huber,11/23/1983,41.88468607,-87.62919338,60601,Landmark,None
Truevine Missionary Baptist Church Building,6720 S Stewart Av,1892,Holabird and Roche,2/7/2007,41.77178451,-87.63525636,60621,Landmark,None
First Church of Deliverance,4315 S Wabash Av,1939,Walter T. Bailey;1946 Add. Kocher;Buss & DeKlerk,10/5/1994,41.81588261,-87.62415888,60653,Landmark,None
Harris and Selwyn Theaters,180-90 N Dearborn st,1922,C. Howard Crane & H Kenneth Franzheim,3/31/1983,41.88505279,-87.629876,60601,Landmark,None
Rockefeller Memorial Chapel,1156 E 59th St; Chicago; IL,1925-28,Bertram Grosvenor Goodhue Associates,11/3/2004,41.78852591,-87.59704431,60637,Landmark,None
John Jacob Walser House,42 N Central Av,1903,Frank Llyod Wright,3/30/1984,41.8815282,-87.7653739,60644,Landmark,None
Charles Turzak House,7059 N Olcott Av,1938-39,Bruce Goff,12/9/1992,42.00956308,-87.81325194,60631,Landmark,None
Theurer-Wrigley House,2466 N Lakeview Av,1896,Richard E. Schmidt,8/10/1979,41.9275524,-87.63953901,60614,Landmark,None
Holy Trinity Orthodox Cathedral and Rectory,1121 N Leavitt St,1903,Louis H. Sullivan,3/21/1979,41.9019437,-87.68178871,60622,Landmark,None
(Former) Schlitz BreweryTied-House@2159 W.Belmont,2159 W. Belmont Ave.,1903-1904,Charles Thisslew,7/6/2011,41.9392502,-87.68303313,60618,Landmark,None
South Side Community Art Center,3831 S Michigan Av,1892-93,Gustav Hallburg remod:1940;Hin Bredendieck&Lerner,6/16/1994,41.82458595,-87.62264066,60653,Landmark,None
Humboldt Park Receptory Building and Stable,3015 W Divison St,0,Unknown,2/6/2008,41.90230679,-87.70333639,60622,Landmark,None
Jackson-Thomas House,7053 N Ridge Blvd,1874,Architect Unknown,10/16/1984,42.01039242,-87.68192948,60645,Landmark,None
American School of Correspondence,850 E 58th St,1907,Pond & Pond,4/15/1995,41.78975392,-87.60410363,60637,Landmark,None
Palmer House Hotel,17 E Monroe St,1925-27,Holabird & Roche,12/13/2006,41.88030689,-87.62695422,60603,Landmark,None
Site of Haymarket Tragedy,Desplaines St(650W); bet Randolph & Lake,1886,Unknown,3/25/1992,41.88515607,-87.64420847,60654,Landmark,None
Engine Company 59; Truck 47,5714 N Ridge Av,1928,Argyle E. Robinson,10/1/2003,41.98572406,-87.66403315,60660,Landmark,None
Schoenhofen Brewery,18th St & Canalport (500W),1886,Admin Bldg: Adolph Cudell,7/13/1988,41.85805569,-87.63973188,60616,Landmark,None
Wheeler-Kohn House,2016-20 S Calumet Av,1870,Otis L. Wheelock,2/5/1998,41.85491185,-87.61953359,60616,Landmark,None
"Abraham Lincoln Monument ('Standing Lincoln'"")""",Lincoln Park at Dearborn Parkway,1887,A Saint-Gaudens;Sculptor & S White;Architect,12/12/2001,41.91260406,-87.63025542,60610,Landmark,None
Perkins; Fellows & Hamilton Office and Studio,814 N Michigan Av,1917,Perkins; Fellows & Hamilton,12/1/1993,41.89723205,-87.62507267,60611,Landmark,None
Lorraine Hansberry House,6140 S. Rhodes Avenue,1909,Albert G. Ferree,2/10/2010,41.78273879,-87.6124201,60637,Landmark,None
(Former) Cosmopolitan State Bank Building,801 N Clark St,0,Unknown,Unknown,41.89684722,-87.63082574,60610,Landmark,None
Henry Gerber House,1710 N Crilly Court,1885,Architect Unknown,6/6/2001,41.91321333,-87.63603058,60614,Landmark,None
Union Stock Yard Gate,Exchange Av (4150S) at Peoria St (900W),1875,Burnham and Root,2/24/1972,41.81862876,-87.64868075,60620,Landmark,None
Kenna Apartments,2214 E 69th St,1916,Barry Byrne,9/12/1990,41.77010031,-87.57079824,60649,Landmark,None
Gauler Twin House,5917 N Magnolia Av,1908,Walter Burley Griffin,6/28/2000,41.9896117,-87.66119005,60660,Landmark,None
Henry V. Peters House,4731 N Knox Ave,1906,Walter Burley Griffin,5/5/2004,41.96721993,-87.74366994,60630,Landmark,None
Daley Center,50 West Washington St,1965,C.F. Murphy Associates; Sculptor:Pablo Picasso,11/6/2002,41.88384712,-87.63018307,60602,Landmark,None
Abraham Groesbeck House,1304 W  Washington Blvd,1869,Otis L. Wheelock,1/12/1993,41.88329082,-87.66004766,60607,Landmark,None
George Cleveland Hall Branch Library,4801 S. Michigan Avenue,1931,Charles Hodgdon,2/10/2010,41.80711009,-87.62230102,60615,Landmark,None
Hazelton-Mikota House,5453 N Forest Glen Av,1881,Architect Unknown,7/27/2005,41.98103936,-87.75387856,60630,Landmark,None
Holden Block,1027 W. Madison St.,1872,Stephen Vaughn Shipman,5/4/2011,41.88140273,-87.65325227,60607,Landmark,None
Harriet F. Rees House,2110 S. Prairie Ave.,1888,Cobb & Frost,3/14/2012,41.85392213,-87.62113488,60616,Landmark,None
Ransom R Cable House,25 E Erie St,1886,Cobb & Frost,4/11/2007,41.89388016,-87.62716599,60611,Landmark,None
Mather Tower,75 E Wacker Dr,1928,Herbert Hugh Riddle,3/7/2001,41.88760598,-87.6254272,60601,Landmark,None
Site of Fort Dearborn,at the intersection of Miochigan av & Wacker Dr,1803-37,Unknown,9/15/1971,41.88835165,-87.62450977,60601,Landmark,None
One North LaSalle Building,1 N LaSalle St,1929-30,K.M. Vizthum & Co with John Burns,4/16/1996,41.88231361,-87.63200594,60602,Landmark,None
Allan Miller House,7121 S Paxton Av,1915,John S Van Bergan,12/1/1993,41.7654723,-87.57101082,60649,Landmark,None
Canaan Baptist Church of Christ Building,6657-59 S Harvard Av,1904-05,Solon S. Beman,7/26/2006,41.77296259,-87.63278111,74136,Landmark,None
Oliver Building,159 N Dearborn St,1907,Top Addit 1920;Holabird & Roche,5/9/1984,41.88493929,-87.62925372,60601,Landmark,None
Jessie and William Adams House,9326 S Pleasant Av,1901,Frank Lloyd Wright,6/16/1994,41.72399695,-87.67019015,60643,Landmark,None
Waller Apartments,2840-58 W Walnut St,1895,Frank Llyod Wright,3/2/1994,41.88563167,-87.69836233,60612,Landmark,None
Fine Arts Building,410 S Michigan Av,1885,add & remod. 1898 Solon S. Beman,6/7/1978,41.87646843,-87.62484617,60605,Landmark,None
(Former) Schlitz BreweryTied-House@3159NSouthport,3159 N. Southport Ave.,1903,Frommann and Jebsen,7/6/2011,41.93964771,-87.6634509,60657,Landmark,None
Yondorf Block and Hall,758 W North Av,1887,Frederick Ahlschlager,7/25/2001,41.91119342,-87.64786908,60614,Landmark,None
Indian Boundary Park Fieldhouse,2500 W Lunt Av,1929,Clarence Hatzfeld,5/11/2005,42.0088761,-87.69259933,60645,Landmark,None
R.R. Donnelley & Sons Co. Calumet Plant,350 E Cermak Rd,1912-25,Howard Van Doren Shaw,3/31/2004,41.85368038,-87.61828781,60616,Landmark,None
Wendell Phillips High School,244 E Pershing Rd,1904,William Bryce Mundie,5/7/2003,41.82475145,-87.61980653,60653,Landmark,None
Chicago & North Western Railway Powerhouse,211 N Clinton St,1909-11,Frost & Granger,1/11/2006,41.88618882,-87.64090957,60661,Landmark,None
Shoreland Hotel,5454 South Shore Drive,1925-1926,Meyer Fridstein,9/8/2010,41.79618792,-87.58146142,60615,Landmark,None
John and Clara Merchant House,3854 N Kostner Av,0,Unknown,Unknown,41.95148125,-87.73849062,60641,Landmark,None
Page Brothers Building,177-191 N State St,1872,John M. Van Osdel;1902 State St facade:Hill,1/28/1983,41.88548876,-87.62758983,60601,Landmark,None
Henry B Clarke House,1855 S Indiana Av,1836,Unknown,10/14/1970,41.85706685,-87.62187159,60616,Landmark,None
Chicago and Alton Bridge,S Fork of S Branch; N of Archer & E of Ashland,0,Unknown,12/12/2007,41.83987359,-87.66464137,60608,Landmark,None
Blackstone Hotel,636 S Michigan Ave,1910,Marshall & Fox,4/29/1998,41.87335142,-87.62477544,60605,Landmark,None
Carbide and Carbon Building,230 N Michigan Av,1929,Burnham Brothers; Inc.,5/9/1996,41.88652361,-87.62499482,60601,Landmark,None
American Book Company,320 E. Cermak Rd & 2132 S. Calumet Ave,1909,Unknown,Unknown,41.85322455,-87.61951752,60616,Landmark,None
All Saints Church and Rectory,4550 N Hermitage Av,1883,John C. Cochrane,12/27/1982,41.96494523,-87.67294862,60640,Landmark,None
Old Dearborn Bank Building,203 N Wabash Av,1928,C.W. & George L. Rapp,6/4/2003,41.88605727,-87.62601965,60601,Landmark,None
On Leong Merchants Association,2216 S Wentworth Av,1926-27,Michealsen & Rognstad,12/1/1993,41.8523735,-87.63231507,60616,Landmark,None
Jewelers  Building,15-17 S Wabash Av,1881-82,Dankmar Adler with Louis H. Sullivan,12/8/1981,41.88161747,-87.62566717,60605,Landmark,None
Former Chicago Historical Society Building,632 N Dearborn St,1892,Henry Ives Cobb,2/26/1997,41.89349504,-87.63006344,60654,Landmark,None
Dr. Wallace C. Abbott House,4605 N Hermitage Ave,1891,Dahlgren & Lievendahl - rear addit 1906 - unknown,3/1/2006,41.96542987,-87.6720606,60640,Landmark,None
Lake-Franklin Group,227-35 W Lake St & 173-91 N Franklin St,1872-75,Burling & Adler; George Edbrooke. Addit 1896:Adler,2/26/1977,41.88536889,-87.63510253,60606,Landmark,None
Heyworth Building,29 E Madison st,1904,D.H. Burnham & Co.,9/27/2000,41.88185956,-87.62668738,60602,Landmark,None
Thalia Hall,1215-25 W 18th St,1892,Faber & Pagels,10/25/1989,41.85771018,-87.65729386,60608,Landmark,None
Palmolive Building,919 N Michigan Av,1927-29,Holabird & Root,2/16/2000,41.89977946,-87.62350152,60611,Landmark,None
St Charles Air Line Bridge,S B Chgo River; N of 16th St & E of Lumber St,0,Unknown,12/12/2007,41.86092399,-87.63453042,60604,Landmark,None
LaSalle Street Cable Car Powerhouse,500 N LaSalle St,1887,North Chicago Street Railroad Co.,6/27/2001,41.89103913,-87.63296226,60654,Landmark,None
Quinn Chapel,2401 S Wabash Av,1892,Henry F. Starbuck,8/31/1977,41.84907304,-87.62507641,60616,Landmark,None
North Chicago Hospital Building,2551 N Clark Street,0,Unknown,Unknown,41.92947136,-87.64201185,60614,Landmark,None
Peoples Gas-South Chicago Neighborhood Store,8935 S Commercial Av,1925,George Grant Elmslie & Herman V. von Holst,4/16/1996,41.73264845,-87.55092055,60617,Landmark,None
(Former) Schlitz BreweryTied-House@1944 N.Oakley,1944 N. Oakley Ave.,1898,Kley  & Lang,10/5/2011,41.91748424,-87.6852557,60647,Landmark,None
Getty Tomb,Graceland Cemetery; 4011 N Clark St,1890,Louis H. Sullivan,3/10/1971,41.96123007,-87.66118862,60613,Landmark,None
Engine Company 129; Truck 50,8120 S Ashland Av,1928-29,Argyle E. Robinson,10/1/2003,41.74600513,-87.66370577,60620,Landmark,None
James Charnley House,1365 N Astor st,1891,Adler and Sullivan; Frank Lloyd Wright,8/20/1972,41.90764802,-87.62747782,60610,Landmark,None
Beeson House and Coach House,5810 W Midway Park,1892,Frederick Schock,1/20/1999,41.88931789,-87.77060811,60644,Landmark,None
TILT (Together Protect the Community),2100 West Division St,1976,John Pitman Weber,Unknown,41.90325452,-87.67982505,60622,Mural,None
Sepia,2230 S. Central Park Ave,2016,Rahmaan Statik; Max Sansing,Unknown,41.850922,-87.715009,60623,Mural,None
Change Makers,3819 Ogden Ave,2006,Damon Reed & Moses Ball,Unknown,,,60623,Mural,Artists: Damon Reed & Moses Ball2005
Unknown,1551 W Homer Street,2018,Shawnimals,Unknown,41.91720864,-87.66683738,60642,Mural,Shawn Smith; creator of Shawnimals and Ninjatown; makes things that inspire and delight people.
Community Mural,1124-1160 W Ardmore Ave,2016,Cara Feeney,Unknown,41.987298,-87.658921,60660,Mural,City of Chicago granted us rights to use the wall for public art. I have the original documents we filled out granting access to use the wall.
Make Your Own Luck,1 E Balbo,2015,ASVP,Unknown,41.87298295,-87.62752137,60605,Mural,None
Imitation Aura,3410 N. Southport Avenue,2019,Chad Kouri,Unknown,41.94375528,-87.66407359,60657,Mural,None
HowWillYouRise,4654 North Broadway,2019,Jenny Vyas,Unknown,41.96675345,-87.65849862,60640,Mural,None
Chinatown Centenial Mural,2026 South Clark St,2015,Andy Bellomo; Bernard Williams,Unknown,41.8545508,-87.63028972,60616,Mural,None
Honor Boricua,2601 West Evergreen Ave,1993,Hector Duarte,Unknown,41.90560086,-87.69214278,60622,Mural,Completed 1993. Artist Hector Duarte. This mural was made in collaboration with The Latin United Community Housing Association (LUCHA) depicts a beautiful Puerto Rican flag unfurling in a blue sky. In this mural the people are creating housing for themselves. From 1991
Still Deferred; Still Dreaming,2950 West Washington Blvd,1993,Dzine and Olivia Gude,Unknown,41.8829604,-87.70082741,60612,Mural,Completed 1993. Artists Dzine and Olivia Gude. This unique mural combibes spraycan art with traditional brush mural techniques. The mural design includes images of Martin Luther King Jr.; Ghandi; and stencil designs created by children from the MLK Boys and Girls Club. From 1993 (http://picasaweb.google.com/chicagopublicartgroup/1993?feat=embedwebsite)
The Blue Goose Mural,2901-03 N. Milwaukee Ave,2020,David Orozco,Unknown,41.934048,-87.71538,60618,Mural,None
Brightoners,3631 S Maplewood Ave,2019,Justus Roe,Unknown,41.8274976,-87.68849845,60632,Mural,abstract landscape painting
Toro Totem,3176 N Kedzie Avenue,2017,Tony Passero,Unknown,41.93931332,-87.70784365,60618,Mural,None
Ingles,1226 W Ainslie St,1974,Janis Pozzi,Unknown,41.97155144,-87.66095348,60640,Mural,None
Rush More,78 East Washington St,2017,Kerry James Marshall,Unknown,41.88333428,-87.62505014,60602,Mural,This large-scale mural on the Chicago Cultural Center building is the culmination the city's Year of Public Art. Made by internationally renowned Artist Kerry James Marshall; the 132 x 100-foot mural—the largest artwork he has ever designed or created—honors 20 women who have shaped the city’s vibrant arts and cultural landscape. In explaining his choice of women; Kerry James Marshall said; “In the history of monuments you have very few that represent women; but in the history of Chicago you have very many women that played key roles in establishing culture here. . . . My idea was to make a Forest Rushmore acknowledging the contribution of 20 women who’ve worked to shape the cultural landscape of the city; past and present.” The mural; executed by Artist Jeff Zimmerman; consists of trees as totems decorated by the women’s faces on the bottom. Up above are the park-like treetops; birds; a yellow-and-blue sun; and a ribbon that floats throughout the mural.   The cross-cultural; multi-generational list of women include (left to right) actress and cofounder of Dearborn Homes Youth Drama Workshop Cheryl Lynn Bruce; founder of Chicago Children’s Theatre Jacqueline Russell; former Chicago First lady and founder of After School Matters Maggie Daley; founder of the DuSable Museum of African American History Margaret Burroughs; founder of Little Black Pearl Monica Haslip; television host and producer Oprah Winfrey; poet Gwendolyn Brooks; former Chicago cultural affairs commissioner Lois Weisberg; actress/writer; and cofounder of Collaboraction theater; Sandra Delgado; journalist and writer Achy Obejas; founder of eta Creative Arts Foundation Abena Joan Brown; Poetry magazine founder Harriet Monroe; founder of Black Ensemble Theater Jackie Taylor; founder and Artistic director of Chicago Shakespeare Theater Barbara Gaines; former director of the Renaissance Society Suzanne Ghez; dancer and president of Muntu Dance Theatre of Chicago Joan Gray; dancer; choreographer; and founder of Ruth Page Center for the Arts Ruth Page; writer Sandra Ciseneros; Artist and cofounder of the AfricCobra  collective Barbara Jones-Hogu; Janes Saks; founder of Project & and the Ellen stone Belic Institute for the study of Women and Gender in the Arts and Media.  The mural is funded by Murals of Acceptance; whose goal is to bring art to all people in a free public setting.
Las Puertas de Paseo Boricua,2500 West Division St,2017,Jasmine Petersen,Unknown,41.90310194,-87.68955175,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Untitled,3418 N Ashland Ave,2020,Sharon Dowell,Unknown,41.9147051,-87.6678529,60657,Mural,Condominium Owner (Eileen Murphy)
calmness & serenity,1103 N. Ashland Ave; Chicago IL 60622,2018,CERA,Unknown,41.90162687,-87.66730041,60622,Mural,fa;ade mural
Devils Mile,1023 S. State st,2016,Justus Roe,Unknown,41.86939111,-87.62732369,60605,Mural,abstract landscape painting
End of Watch,4700 W Montrose Ave,2011,Jill Arena and Cyd Smillie,Unknown,41.96086102,-87.74516953,60641,Mural,In 2011 Arts Alive Chicago was contacted with a request to paint a mural to honor an officer killed in the line of duty. When seeking permission from then Alderman John Arena we were instructed to honor all the officers who died in the line of duty. Jill Arena designed the mural with all 540+ names; Cyd Smillies led the paint team with some community volunteers. The bagpipe dedication included 16th and 17th district officers and commanders; families of fallen officers; and dignitaries. Officers and families were invited to fill in the badge numbers of their fallen loved ones. This mural features an officer saluting and grieving woman with the image of officer Flisk in her tear.
Armitage Ghost Mural,939 West Armitage Ave,2017,Steven Carrelli,Unknown,41.91800819,-87.65246197,60614,Mural,Armitage Ghost Mural evokes the architectural identity of the Armitage-Halsted Landmark District. Its materials and design reference the neighborhood’s history as one of Chicago’s first-generation commercial districts.
Legends,3501 W. Pierce Avenue,2018,John Vergara,Unknown,41.90898862,-87.71444623,60651,Mural,The memorial wall is celebrating the life and contributions of four Puerto Rican; artists; poets; activist and trail blazers in the arts and literary world.  The homage to these poets; artist and activist is to bring to the public an awareness of their artistic legacy and give them recognition for their journey in using the spoken word and brush to paint with pride and dignity so future generations will stand strong and be proud of their cultural ties.  Featured from left to right Legend pioneers; Salima Rivera (1946-2004) David Hernandez (1946-2013) Gamaliel Ramirez (1949-2018) and Julia De Burgos (1914-1953) - The wall features black and white images of these Puerto Ricans with excerpts of their poetry in proximity of their image along with shadow images of icons relevant to their character.  The span of the background of the mural is of the Puerto Rican Flag.  Assistant Artist ; John Pitman Weber; Patricia Perez and Alisa Scott
South Shore,7152 S Exchange Ave,2013,Justus Roe,Unknown,41.76470569,-87.56555082,60649,Mural,abstract landscape painting
Fabric of Our Lives,3003 West Touhy Ave,1980,Miriam Socoloff and Cynthia Weiss,Unknown,42.01185028,-87.70464009,60645,Mural,Artists Miriam Socoloff and Cynthia Weiss. 1980. Located at the Bernard Horwich Jewish Community Center; this ceramic and glass tile mosaic represents Jewish history in Chicago; a theme long neglected in Chicago's many historical murals. From 1980 )
